id_rec_arrec_detalhe;ano_exercicio;ds_municipio;ds_orgao;mes_referencia;mes_ref_extenso;ds_poder;ds_fonte_recurso;ds_cd_aplicacao_fixo;ds_cd_aplicacao_variavel;ds_categoria;ds_subcategoria;ds_fonte;ds_rubrica;ds_alinea;ds_subalinea;vl_arrecadacao
27994159;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS;10 - TRANSF. FNDE - APOIO FINANCEIRO EXTRAORDINARIO;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;5,29
27994160;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;210 - EDUCAÇÃO INFANTIL - RECURSOS ESPECÍFICOS;11 - TERMO DE COMPROMISSO - PAR (PLANO DE ACOES ARTICUL;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;613,86
27994161;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;210 - EDUCAÇÃO INFANTIL - RECURSOS ESPECÍFICOS;14 - APOIO A CRECHES - BRASIL CARINHOSO;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;98,62
27994162;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;212 - EDUCAÇÃO INFANTIL - CRECHE;05 - PLANO DE ACOES ARTICULADAS;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;35,09
27994163;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;220 - ENSINO FUNDAMENTAL - RECURSOS ESPECÍFICOS;02 - PROGRAMA DINHEIRO DIRETO NA ESCOLA-FNDE/PDDE;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;0,55
27994164;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;220 - ENSINO FUNDAMENTAL - RECURSOS ESPECÍFICOS;04 - PROGR.NAC.APOIO TRANSPORTE ESCOLAR-PNATE;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17180000 - Transferências da União - Específicas de Estados, DF, Municípios;17180500 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE;17180541 - Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar - PNATE - Principal;41312,70
27994165;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;220 - ENSINO FUNDAMENTAL - RECURSOS ESPECÍFICOS;06 - CONTRIBUICAO SALARIO EDUCACAO;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;3702,46
27994166;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;220 - ENSINO FUNDAMENTAL - RECURSOS ESPECÍFICOS;06 - CONTRIBUICAO SALARIO EDUCACAO;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17180000 - Transferências da União - Específicas de Estados, DF, Municípios;17180500 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE;17180511 - Transferências do Salário-Educação - Principal;986228,86
27994167;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;220 - ENSINO FUNDAMENTAL - RECURSOS ESPECÍFICOS;31 - PAR - MOBILIARIO EDUCACAO BASICA;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;7,19
27994168;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;220 - ENSINO FUNDAMENTAL - RECURSOS ESPECÍFICOS;32 - ONIBUS URBANO ESCOLAR;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;4,64
27994169;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;300 - SAÚDE - RECURSOS ESPECÍFICOS;33 - INCENTIVO AO FORTALECIMENTO GESTAO VIG. SANITARIA;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;0,25
27994170;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;300 - SAÚDE - RECURSOS ESPECÍFICOS;58 - ESTRUTURACAO REDE SERVICOS ATENCAO BASICA;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;0,95
27994171;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;300 - SAÚDE - RECURSOS ESPECÍFICOS;62 - COSNTRUCAO UPA N.SRA. APARECIDA;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;0,38
27994172;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;300 - SAÚDE - RECURSOS ESPECÍFICOS;63 - COSNTRUCAO UBS 16 - SAO CAMILO;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;1,20
27994173;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;300 - SAÚDE - RECURSOS ESPECÍFICOS;64 - COSNTRUCAO UBS 10 - DONA TONICA;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;13,50
27994174;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;300 - SAÚDE - RECURSOS ESPECÍFICOS;65 - COSNTRUCAO UBS 13 - PORTAL DO EDEN;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;1,90
27994175;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;300 - SAÚDE - RECURSOS ESPECÍFICOS;69 - AMPLIACAO UBS 03 - SAO JUDAS;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;0,13
27994176;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;300 - SAÚDE - RECURSOS ESPECÍFICOS;74 - EQUIPAMENTOS PARA UNIDADES BASICAS DE SAUDE;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;62,98
27994177;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;301 - ATENÇÃO BÁSICA;01 - ATENCAO BASICA;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17180000 - Transferências da União - Específicas de Estados, DF, Municípios;17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde;17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal;481435,74
27994178;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;303 - VIGILÂNCIA EM SAÚDE;01 - VIGILANCIA EM SAUDE;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17180000 - Transferências da União - Específicas de Estados, DF, Municípios;17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde;17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal;69404,73
27994179;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;304 - ASSISTÊNCIA FARMACÊUTICA;01 - ASSISTENCIA FARMACEUTICA;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17180000 - Transferências da União - Específicas de Estados, DF, Municípios;17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde;17180341 - Transferência de Recursos do SUS - Assistência Farmacêutica - Principal;400281,02
27994180;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;305 - GESTÃO DO SUS;01 - GESTAO DO SUS;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17180000 - Transferências da União - Específicas de Estados, DF, Municípios;17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde;17180351 - Transferência de Recursos do SUS - Gestão do SUS - Principal;223,08
27994181;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;351 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - REMUNERAÇÃO DE APLICAÇÃO FINANCEIRA;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;3407,68
27994182;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;361 - BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAÚDE - REMUNERAÇÃO DE APLICAÇÃO FINANCEIRA;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;1745,14
27994183;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;24 - BCP-BENEFICIO DA PRESTACAO CONTINUADA;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;9,57
27994184;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;24 - BCP-BENEFICIO DA PRESTACAO CONTINUADA;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17180000 - Transferências da União - Específicas de Estados, DF, Municípios;17181200 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS;17181211 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal;160,00
27994185;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;40 - PROGR.NAC.PROMOCAO ACESSO MUNDO TRABALHO-ACESSUAS;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;78,72
27994186;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;48 - PROGRAMA DE ERRADICACAO DO TRABALHO INFANTIL;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;344,56
27994187;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;49 - BLOCO PROTECAO SOCIAL BASICA;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;143,10
27994188;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;50 - BLOCO PROTECAO SOCIAL ESPECIAL MEDIA COMPLEXIDADE;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17180000 - Transferências da União - Específicas de Estados, DF, Municípios;17181200 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS;17181211 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal;30,16
27994189;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;51 - BLOCO PROTECAO SOCIAL ESPECIAL ALTA COMPLEXIDADE;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;653,35
27994190;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;53 - BLOCO GESTAO PROGR BOLSA FAMILIA E CADASTRO UNICO;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;148,14
27994191;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;53 - BLOCO GESTAO PROGR BOLSA FAMILIA E CADASTRO UNICO;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17180000 - Transferências da União - Específicas de Estados, DF, Municípios;17181200 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS;17181211 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal;36124,14
27994192;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;60 - PROGRAMA PRIMEIRA INFANCIA NO SUAS;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;208,46
27994193;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;63 - SIGTV - FNAS - CUSTEIO E INVESTIMENTOS;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;6,20
27994194;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;06 - OUTRAS FONTES DE RECURSOS;100 - GERAL TOTAL;18 - DEPOSITOS JUDICIAIS;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;10995,05
27994195;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;06 - OUTRAS FONTES DE RECURSOS;100 - GERAL TOTAL;18 - DEPOSITOS JUDICIAIS;20000000 - Receitas de Capital;29000000 - Outras Receitas de Capital;29900000 - Demais Receitas de Capital;29900000 - Demais Receitas de Capital;29900000 - Demais Receitas de Capital;29900011 - Demais Receitas de Capital - Principal;29519,36
27994196;2019;Itu;PREFEITURA MUNICIPAL DE ITU;2;Fevereiro;EXECUTIVO;06 - OUTRAS FONTES DE RECURSOS;100 - GERAL TOTAL;18 - DEPOSITOS JUDICIAIS;20000000 - Receitas de Capital;29000000 - Outras Receitas de Capital;29900000 - Demais Receitas de Capital;29900000 - Demais Receitas de Capital;29900000 - Demais Receitas de Capital;29900011 - Demais Receitas de Capital - Principal;-12585,36
28037626;2019;Itu;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES MUNICIPAIS DE ITU;2;Fevereiro;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;600 - RPPS - RECURSOS ESPECÍFICOS - OUTRAS FONTES;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;72000000 - Contribuições - Intra OFSS;72100000 - Contribuições Sociais - Intra OFSS;72180000 - Contribuições Sociais específicas de Estados, DF, Municípios - Intra OFSS;72180400 - CPSSS Patronal - Parcelamentos - Específica de Estados, DF, Municípios - Intra OFSS;72180411 - CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Principal - Intra OFSS;284616,87
28037627;2019;Itu;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES MUNICIPAIS DE ITU;2;Fevereiro;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;600 - RPPS - RECURSOS ESPECÍFICOS - OUTRAS FONTES;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;72000000 - Contribuições - Intra OFSS;72100000 - Contribuições Sociais - Intra OFSS;72180000 - Contribuições Sociais específicas de Estados, DF, Municípios - Intra OFSS;72180400 - CPSSS Patronal - Parcelamentos - Específica de Estados, DF, Municípios - Intra OFSS;72180412 - CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Multas e Juros - Intra OFSS;90970,67
28037628;2019;Itu;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES MUNICIPAIS DE ITU;2;Fevereiro;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;600 - RPPS - RECURSOS ESPECÍFICOS - OUTRAS FONTES;01 - GERAL - RPPS;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19900000 - Demais Receitas Correntes;19900000 - Demais Receitas Correntes;19909900 - Outras Receitas;19909911 - Outras Receitas - Primárias - Principal;292,98
28037629;2019;Itu;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES MUNICIPAIS DE ITU;2;Fevereiro;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;611 - RPPS - CONTRIBUIÇÃO PATRONAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;12000000 - Contribuições;12100000 - Contribuições Sociais;12180000 - Contribuições Sociais específicas de Estados, DF, Municípios;12180100 - Contribuição do Servidor Civil para o Plano de Seguridade Social - CPSSS - Específica de Estados, DF, Municípios;12180111 - CPSSS do Servidor Civil Ativo - Principal;1265343,76
28037630;2019;Itu;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES MUNICIPAIS DE ITU;2;Fevereiro;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;611 - RPPS - CONTRIBUIÇÃO PATRONAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210041 - Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS - Principal;1939448,01
28037631;2019;Itu;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES MUNICIPAIS DE ITU;2;Fevereiro;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;611 - RPPS - CONTRIBUIÇÃO PATRONAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;72000000 - Contribuições - Intra OFSS;72100000 - Contribuições Sociais - Intra OFSS;72180000 - Contribuições Sociais específicas de Estados, DF, Municípios - Intra OFSS;72180300 - CPSSS Patronal - Servidor Civil - Específica de Estados, DF, Municípios - Intra OFSS;72180311 - CPSSS Patronal - Servidor Civil Ativo - Principal - Intra OFSS;2391768,06
28037632;2019;Itu;COMPANHIA ITUANA DE SANEAMENTO-CIS;2;Fevereiro;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;26635,74
28037633;2019;Itu;COMPANHIA ITUANA DE SANEAMENTO-CIS;2;Fevereiro;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;16000000 - Receita de Serviços;16900000 - Outros Serviços;16900000 - Outros Serviços;16909900 - Outros Serviços;16909911 - Outros Serviços - Principal;4283154,25
28037634;2019;Itu;COMPANHIA ITUANA DE SANEAMENTO-CIS;2;Fevereiro;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;16000000 - Receita de Serviços;16900000 - Outros Serviços;16900000 - Outros Serviços;16909900 - Outros Serviços;16909913 - Outros Serviços - Dívida Ativa;39149,58
28037635;2019;Itu;COMPANHIA ITUANA DE SANEAMENTO-CIS;2;Fevereiro;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19900000 - Demais Receitas Correntes;19900000 - Demais Receitas Correntes;19909900 - Outras Receitas;19909911 - Outras Receitas - Primárias - Principal;218,85
